ID,Name0,Name1,Name2,Name3,Name4,Artist0,Artist1,Artist2,Artist3,Artist4,BPM0,BPM1,BPM2,BPM3,BPM4,ParentSongIndex,GameVersion,Channel,ActiveMode,SomeBoolean,Length,Padding1,Padding2,
C15,Mr. Fire Fighter,소방관 아저씨,Mr. Fire Fighter,Mr. Fire Fighter,Mr. Fire Fighter,Spooky Banana,스푸키 바나나,Spooky Banana,Spooky Banana,Spooky Banana,158,158,158,158,158,4294967295,14,2,2,1,96,4294967295,4294967295,
C15F,Mr. Fire Fighter,소방관 아저씨,Mr. Fire Fighter,Mr. Fire Fighter,Mr. Fire Fighter,Spooky Banana,스푸키 바나나,Spooky Banana,Spooky Banana,Spooky Banana,158,158,158,158,158,4294967295,12,2,4,1,215,4294967295,4294967295,
C18,Enter The Dragon,엔터 더 드래곤,Enter The Dragon,Enter The Dragon,Enter The Dragon,JTL,JTL,JTL,JTL,JTL,110,110,110,110,110,4294967295,14,2,2,1,99,4294967295,4294967295,
C19,Storm,스톰,Storm,Storm,Storm,Perry,페리,Perry,Perry,Perry,96,96,96,96,96,4294967295,14,2,2,1,99,4294967295,4294967295,
C1C01,Beat of the War 2,비트 오브 더 워 2,Beat of the War 2,Beat of the War 2,Beat of the War 2,BanYa,반야,BanYa,BanYa,BanYa,190,190,190,190,190,4294967295,12,1,2,1,115,4294967295,4294967295,
C41,Love is a danger zone (try to B.P.M.),러브 이즈 어 댄저 존 (트라이 투 비피엠),Love is a danger zone (try to B.P.M.),Love is a danger zone (try to B.P.M.),Love is a danger zone (try to B.P.M.),BanYa,반야,BanYa,BanYa,BanYa,169,169,169,169,169,4294967295,14,1,3,1,151,4294967295,4294967295,
D01,Witch Doctor #1,위치 닥터 #1,Witch Doctor #1,Witch Doctor #1,Witch Doctor #1,Yahpp,이 얍,Yahpp,Yahpp,Yahpp,122,122,122,122,122,4294967295,15,1,2,1,101,4294967295,4294967295,
D02,Arch of Darkness,아크 오브 다크니스,Arch of Darkness,Arch of Darkness,Arch of Darkness,Yahpp,이 얍,Yahpp,Yahpp,Yahpp,135.9,135.9,135.9,135.9,135.9,4294967295,15,1,2,1,98,4294967295,4294967295,
D03,Chimera,키메라,Chimera,Chimera,Chimera,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,4294967295,15,1,2,1,112,4294967295,4294967295,
D05,Fly,플라이,Fly,Fly,Fly,Epik High,에픽하이,Epik High,Epik High,Epik High,128,128,128,128,128,4294967295,15,2,2,1,100,4294967295,4294967295,
D06,One Night,원 나잇,One Night,One Night,One Night,DJ DOC,DJ DOC,DJ DOC,DJ DOC,DJ DOC,132,132,132,132,132,4294967295,15,2,2,1,95,4294967295,4294967295,
D14,2006. LOVE SONG ,사랑가 2006 ,2006. LOVE SONG ,2006. LOVE SONG ,2006. LOVE SONG , Banya Production ,반야 프로덕션 , Banya Production , Banya Production , Banya Production ,96,96,96,96,96,4294967295,15,1,2,1,93,4294967295,4294967295,
D15,Do U Know That-Old School,두 유 노우 댓-올드 스쿨,Do U Know That-Old School,Do U Know That-Old School,Do U Know That-Old School,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,120,120,120,120,120,4294967295,15,1,2,1,91,4294967295,4294967295,
D16,Gun Rock,건 락,Gun Rock,Gun Rock,Gun Rock,Banya Production,반야프로덕션,Banya Production,Banya Production,Banya Production,104,104,104,104,104,4294967295,15,1,2,1,98,4294967295,4294967295,
D17,Bullfighter's Song,투우사의 노래,Bullfighter's Song,Bullfighter's Song,Bullfighter's Song,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,168,168,168,168,168,4294967295,15,1,2,1,85,4294967295,4294967295,
D18,Ugly Dee,미운오리새끼,Ugly Dee,Ugly Dee,Ugly Dee,Banya Production,반야프로덕션,Banya Production,Banya Production,Banya Production,92,92,92,92,92,4294967295,15,1,2,1,95,4294967295,4294967295,
D23,Hybs,힙스,Hybs,Hybs,Hybs,DJ Dookie,DJ 두키,DJ Dookie,DJ Dookie,DJ Dookie,102,102,102,102,102,4294967295,15,3,2,1,100,4294967295,4294967295,
D26,Haley,할레이,Haley,Haley,Haley,Sam-I-Am,샘-아이-엠,Sam-I-Am,Sam-I-Am,Sam-I-Am,112,112,112,112,112,4294967295,15,3,2,1,100,4294967295,4294967295,
D27,We Goin' Fly Remix,위 고잉 플라이 리믹스,We Goin' Fly Remix,We Goin' Fly Remix,We Goin' Fly Remix,Gyfted,기프티드,Gyfted,Gyfted,Gyfted,112,112,112,112,112,4294967295,15,3,2,1,103,4294967295,4294967295,
D28,Final Audition Ep. 2-1,파이널 오디션 에피소드 2-1,Final Audition Ep. 2-1,Final Audition Ep. 2-1,Final Audition Ep. 2-1,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,170,170,170,170,170,4294967295,15,1,2,1,98,4294967295,4294967295,
D30,Final Audition Ep. 2-2,파이널 오디션 에피소드 2-2,Final Audition Ep. 2-2,Final Audition Ep. 2-2,Final Audition Ep. 2-2,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,200,200,200,200,200,4294967295,15,1,2,1,103,4294967295,4294967295,
D31,NX K-POP Dance,NX 가요 댄스 리믹스,NX K-POP Dance,NX K-POP Dance,NX K-POP Dance,DJ-DOC/EPIK HIGH,DJ-DOC/에픽하이,DJ-DOC/EPIK HIGH,DJ-DOC/EPIK HIGH,DJ-DOC/EPIK HIGH,132,132,132,132,132,4294967295,15,2,3,1,165,4294967295,4294967295,
D32,Groove Party,그루브 파티,Groove Party,Groove Party,Groove Party,Tashannie & CLON,타샤니/클론,Tashannie & CLON,Tashannie & CLON,Tashannie & CLON,110,110,110,110,110,4294967295,15,2,3,1,150,4294967295,4294967295,
D34,WI-EX-DOC-VA,위엑닥바,WI-EX-DOC-VA,WI-EX-DOC-VA,WI-EX-DOC-VA,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,195,195,195,195,195,4294967295,15,1,3,1,166,4294967295,4294967295,
D35,BEMERA,비메라,BEMERA,BEMERA,BEMERA,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,4294967295,15,1,3,1,163,4294967295,4294967295,
D41,Love is a Danger Zone 2,러브 이즈 어 댄저 존 2,Love is a Danger Zone 2,Love is a Danger Zone 2,Love is a Danger Zone 2,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,4294967295,15,1,4,1,264,4294967295,4294967295,
D42,Beat of The War 2,비트 오브 더 워 2,Beat of The War 2,Beat of The War 2,Beat of The War 2,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,190,190,190,190,190,4294967295,15,1,4,1,275,4294967295,4294967295,
DC04,Love is a Danger Zone pt.2,러브 이즈 어 댄져존 pt.2,Love is a Danger Zone pt.2,Love is a Danger Zone pt.2,Love is a Danger Zone pt.2,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,4294967295,14,1,2,1,113,4294967295,4294967295,
E0000109,Funky Tonight,펑키 투나잇,Funky Tonight,Funky Tonight,Funky Tonight,CLON,클론,CLON,CLON,CLON,105,105,105,105,105,89,1,2,2,0,109,4294967295,4294967295,
E0000112,Another Truth,또다른 진심,Another Truth,Another Truth,Another Truth,Novasonic,노바소닉,Novasonic,Novasonic,Novasonic,136,136,136,136,136,116,1,2,2,0,92,4294967295,4294967295,
E0000205,Extravaganza,엑스트라바간자,Extravaganza,Extravaganza,Extravaganza,BanYa,반야,BanYa,BanYa,BanYa,195,195,195,195,195,231,2,1,2,0,98,4294967295,4294967295,
E0000212,Com'Back,컴 백,Com'Back,Com'Back,Com'Back,Sechs Kies,젝스키스,Sechs Kies,Sechs Kies,Sechs Kies,158,158,158,158,158,232,2,2,2,0,97,4294967295,4294967295,
E0000213,Mobius Strip,뫼비우스의 띠,Mobius Strip,Mobius Strip,Mobius Strip,Sechs Kies,젝스키스,Sechs Kies,Sechs Kies,Sechs Kies,106,106,106,106,106,233,2,2,2,0,102,4294967295,4294967295,
E0000303,Turkey March,터키 행진곡,Turkey March,Turkey March,Turkey March,BanYa,반야,BanYa,BanYa,BanYa,150,150,150,150,150,237,3,1,2,0,103,4294967295,4294967295,
E0000312,Don't Bother Me,경고,Don't Bother Me,Don't Bother Me,Don't Bother Me,Tashannie,타샤니,Tashannie,Tashannie,Tashannie,110,110,110,110,110,244,3,2,2,0,99,4294967295,4294967295,
E0000318,We Are,우리는,We Are,We Are,We Are,DEUX,듀스,DEUX,DEUX,DEUX,115.9,115.9,115.9,115.9,115.9,245,3,2,2,0,106,4294967295,4294967295,
E0000503,Rolling Christmas,롤링 크리스마스,Rolling Christmas,Rolling Christmas,Rolling Christmas,BanYa,반야,BanYa,BanYa,BanYa,142,142,142,142,142,255,5,1,2,0,99,4294967295,4294967295,
E0000505,Beethoven Virus,베토벤 바이러스,Beethoven Virus,Beethoven Virus,Beethoven Virus,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,257,5,1,2,0,100,4294967295,4294967295,
E0000701,Dr. M,닥터 엠,Dr. M,Dr. M,Dr. M,BanYa,반야,BanYa,BanYa,BanYa,145,145,145,145,145,259,8,1,2,0,99,4294967295,4294967295,
E0000704,Love is a Danger Zone,러브 이즈 어 댄저 존,Love is a Danger Zone,Love is a Danger Zone,Love is a Danger Zone,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,262,8,1,2,0,100,4294967295,4294967295,
E0000711,Winter,윈터,Winter,Winter,Winter,BanYa,반야,BanYa,BanYa,BanYa,168,168,168,168,168,269,8,1,2,0,84,4294967295,4294967295,
E0000713,Till the end of time,틸 디 엔드 오브 타임,Till the end of time,Till the end of time,Till the end of time,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,271,8,1,2,0,107,4294967295,4294967295,
E0000736,Csikos' Post,우편마차,Csikos' Post,Csikos' Post,Csikos' Post,BanYa,반야,BanYa,BanYa,BanYa,180,180,180,180,180,278,8,1,2,0,104,4294967295,4294967295,
E0000906,Starian,스타리안,Starian,Starian,Starian,DUKE,듀크,DUKE,DUKE,DUKE,134.9,134.9,134.9,134.9,134.9,285,6,2,2,0,97,4294967295,4294967295,
E0000A03,Monkey Fingers,몽키 핑거즈,Monkey Fingers,Monkey Fingers,Monkey Fingers,BanYa,반야,BanYa,BanYa,BanYa,186,186,186,186,186,291,11,1,2,0,100,4294967295,4294967295,
E0000B02,HOT,HOT뜨거,HOT,HOT,HOT,1Tym,원타임,1Tym,1Tym,1Tym,98,98,98,98,98,299,12,2,2,0,103,4294967295,4294967295,
E0000B06,Deja Vu,예지몽,Deja Vu,Deja Vu,Deja Vu,SOM2,솜2,SOM2,SOM2,SOM2,115,115,115,115,115,300,12,2,2,0,102,4294967295,4294967295,
E0000B13,I'll Give You All My Love,내게 남은 사랑을 다 줄께,I'll Give You All My Love,I'll Give You All My Love,I'll Give You All My Love,Wax,왁스,Wax,Wax,Wax,164,164,164,164,164,303,12,2,2,0,97,4294967295,4294967295,
E0000B19,Canon D,캐논 디,Canon D,Canon D,Canon D,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,307,12,1,2,0,103,4294967295,4294967295,
E0000C02,Moonlight,월광,Moonlight,Moonlight,Moonlight,BanYa,반야,BanYa,BanYa,BanYa,180,180,180,180,180,364,14,1,2,0,102,4294967295,4294967295,
E0000D03,Chimera,키메라,Chimera,Chimera,Chimera,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,381,15,1,2,0,112,4294967295,4294967295,
E0000D05,Fly,플라이,Fly,Fly,Fly,Epik High,에픽하이,Epik High,Epik High,Epik High,128,128,128,128,128,382,15,2,2,0,100,4294967295,4294967295,
E0000E03,Caprice of Otada,카프리스 오브 오타다,Caprice of Otada,Caprice of Otada,Caprice of Otada,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,160,160,160,160,160,480,16,1,2,0,99,4294967295,4294967295,
E0000E12,Faster Z,패스터 Z,Faster Z,Faster Z,Faster Z,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,487,16,1,2,0,104,4294967295,4294967295,
E0000E13,Pumptris Quattro,펌트리스 꽈뜨로,Pumptris Quattro,Pumptris Quattro,Pumptris Quattro,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,153,153,153,153,153,488,16,1,2,0,107,4294967295,4294967295,
E0000F02,Cannon X.1,캐논 X.1,Cannon X.1,Cannon X.1,Cannon X.1,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,185,185,185,185,185,751,17,1,2,0,121,4294967295,4294967295,
E0000F04,La La La,라 라 라,La La La,La La La,La La La,Big Bang,빅 뱅,Big Bang,Big Bang,Big Bang,102,102,102,102,102,753,17,2,2,0,100,4294967295,4294967295,
E0000F14,Procedimientos para llegar a un comun acuerdo,잘가 내 사랑,Procedimientos para llegar a un comun acuerdo,Procedimientos para llegar a un comun acuerdo,Procedimientos para llegar a un comun acuerdo,PXNDX,판다,PXNDX,PXNDX,PXNDX,160,160,160,160,160,760,17,3,2,0,95,4294967295,4294967295,
E0000F23,DJ Otada,디제이 오타다,DJ Otada,DJ Otada,DJ Otada,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,180,180,180,180,180,765,17,1,2,0,99,4294967295,4294967295,
E0001002,Sorceress Eliese,소서리스 엘리제,Sorceress Eliese,Sorceress Eliese,Sorceress Eliese,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,158,158,158,158,158,2,18,1,2,0,117,4294967295,4294967295,
E0001007,By chance,우연,By chance,By chance,By chance,Baby V.O.X,베이비복스,Baby V.O.X,Baby V.O.X,Baby V.O.X,127,127,127,127,127,7,18,2,2,0,115,4294967295,4294967295,
E0001009,To the sky,하늘위로,To the sky,To the sky,To the sky,LEXY,렉시,LEXY,LEXY,LEXY,130,130,130,130,130,9,18,2,2,0,104,4294967295,4294967295,
E0001014,Twist King,트위스트 킹,Twist King,Twist King,Twist King,TURBO,터보,TURBO,TURBO,TURBO,156,156,156,156,156,14,18,2,2,0,114,4294967295,4294967295,
E0001015,Fire,화이어,Fire,Fire,Fire,2NE1,2NE1,2NE1,2NE1,2NE1,126,126,126,126,126,15,18,2,2,0,107,4294967295,4294967295,
E0001016,Wanna,워너,Wanna,Wanna,Wanna,Kara,카라,Kara,Kara,Kara,161,161,161,161,161,16,18,2,2,0,101,4294967295,4294967295,
E0001018,NARCISISTA POR EXCELENCIA,자아도취,NARCISISTA POR EXCELENCIA,NARCISISTA POR EXCELENCIA,NARCISISTA POR EXCELENCIA,PXNDX,판다,PXNDX,PXNDX,PXNDX,164,164,164,164,164,18,18,3,2,0,104,4294967295,4294967295,
E0001022,Xenesis,제네시스,Xenesis,Xenesis,Xenesis,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,152,152,152,152,152,22,18,1,2,0,103,4294967295,4294967295,
E0001025,Hello William,안녕 윌리엄,Hello William,Hello William,Hello William,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,170,170,170,170,170,25,18,1,2,0,92,4294967295,4294967295,
E0001027,Get Up (and go),겟 업 (앤 고),Get Up (and go),Get Up (and go),Get Up (and go),Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,164,164,164,164,164,27,18,1,2,0,105,4294967295,4294967295,
E0001094,Tepris,테프리스,Tepris,Tepris,Tepris,Doin,도인,Doin,Doin,Doin,145,145,145,145,145,94,18,1,2,0,116,4294967295,4294967295,
E0001104,Take Out,테이크 아웃,Take Out,Take Out,Take Out,SHK,SHK,SHK,SHK,SHK,170,170,170,170,170,100,19,1,2,0,118,4294967295,4294967295,
E0001108,Magic,매직,Magic,Magic,Magic,Secret,시크릿,Secret,Secret,Secret,107,107,107,107,107,104,19,2,2,0,112,4294967295,4294967295,
E0001109,Hot Issue,핫 이슈,Hot Issue,Hot Issue,Hot Issue,4Minute,포미닛,4Minute,4Minute,4Minute,128,128,128,128,128,105,19,2,2,0,112,4294967295,4294967295,
E0001110,Magic Girl,마법 소녀,Magic Girl,Magic Girl,Magic Girl,Orange Caramel,오렌지 캬라멜,Orange Caramel,Orange Caramel,Orange Caramel,136,136,136,136,136,107,19,2,2,0,117,4294967295,4294967295,
E0001112,Shock,쇼크,Shock,Shock,Shock,BEAST,비스트,BEAST,BEAST,BEAST,135,135,135,135,135,108,19,2,2,0,114,4294967295,4294967295,
E0001113,Last Farewell,마지막 인사,Last Farewell,Last Farewell,Last Farewell,BigBang,빅뱅,BigBang,BigBang,BigBang,135,135,135,135,135,109,19,2,2,0,109,4294967295,4294967295,
E0001114,Superman,슈퍼맨,Superman,Superman,Superman,Norazo,노라조,Norazo,Norazo,Norazo,150,150,150,150,150,110,19,2,2,0,112,4294967295,4294967295,
E0001116,Mother,어머니,Mother,Mother,Mother,1TYM,원타임,1TYM,1TYM,1TYM,96,96,96,96,96,112,19,2,2,0,116,4294967295,4294967295,
E0001124,The Devil,마왕,The Devil,The Devil,The Devil,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,240,240,240,240,240,121,19,1,2,0,103,4294967295,4294967295,
E0001305,Elise,엘리제,Elise,Elise,Elise,DM Ashura,DM Ashura,DM Ashura,DM Ashura,DM Ashura,162,162,162,162,162,175,21,3,2,0,119,4294967295,4294967295,
E0001311,Accident,엑시던트,Accident,Accident,Accident,MAX,맥스,MAX,MAX,MAX,183,183,183,183,183,181,21,1,2,0,105,4294967295,4294967295,
E0001312,D,디,D,D,D,MAX,맥스,MAX,MAX,MAX,180,180,180,180,180,182,21,1,2,0,100,4294967295,4294967295,
E0001314,Lucid(PIU Edit),루시드(PIU Edit),Lucid(PIU Edit),Lucid(PIU Edit),Lucid(PIU Edit),Yak Won,약 원,Yak Won,Yak Won,Yak Won,40-190,40-190,40-190,40-190,40-190,184,21,1,2,0,109,4294967295,4294967295,
E0001315,Nobody,노바디,Nobody,Nobody,Nobody,Wonder Girls,원더걸스,Wonder Girls,Wonder Girls,Wonder Girls,131,131,131,131,131,185,21,2,2,0,99,4294967295,4294967295,
E0001316,Bad Girl Good Girl,배드 걸 굿 걸,Bad Girl Good Girl,Bad Girl Good Girl,Bad Girl Good Girl,Miss A,미스 에이,Miss A,Miss A,Miss A,136,136,136,136,136,186,21,2,2,0,109,4294967295,4294967295,
E0001317,Step,스텝,Step,Step,Step,KARA,카라,KARA,KARA,KARA,123,123,123,123,123,187,21,2,2,0,115,4294967295,4294967295,
E0001318,I'm The Best,내가 제일 잘 나가,I'm The Best,I'm The Best,I'm The Best,2NE1,2NE1,2NE1,2NE1,2NE1,128,128,128,128,128,188,21,2,2,0,106,4294967295,4294967295,
E0001319,Can't Nobody,캔노바디,Can't Nobody,Can't Nobody,Can't Nobody,2NE1,2NE1,2NE1,2NE1,2NE1,130,130,130,130,130,189,21,2,2,0,128,4294967295,4294967295,
E0001320,Shanghai Romance,샹하이 로맨스,Shanghai Romance,Shanghai Romance,Shanghai Romance,Orange Caramel,오렌지 캬라멜,Orange Caramel,Orange Caramel,Orange Caramel,149,149,149,149,149,190,21,2,2,0,121,4294967295,4294967295,
E0001321,Fantastic Baby,판타스틱 베이비,Fantastic Baby,Fantastic Baby,Fantastic Baby,Bigbang,빅뱅,Bigbang,Bigbang,Bigbang,130,130,130,130,130,191,21,2,2,0,110,4294967295,4294967295,
E0001322,Lie,거짓말,Lie,Lie,Lie,Bigbang,빅뱅,Bigbang,Bigbang,Bigbang,125,125,125,125,125,192,21,2,2,0,104,4294967295,4294967295,
E0001323,Heart Breaker,하트 브레이커,Heart Breaker,Heart Breaker,Heart Breaker,G-Dragon,지 드래곤,G-Dragon,G-Dragon,G-Dragon,135,135,135,135,135,193,21,2,2,0,115,4294967295,4294967295,
E0001324,Hands Up East4A mix,핸즈 업 East4A 믹스,Hands Up East4A mix,Hands Up East4A mix,Hands Up East4A mix,2PM,투피엠,2PM,2PM,2PM,130,130,130,130,130,194,21,2,2,0,114,4294967295,4294967295,
E0001325,Be Mine,내꺼하자,Be Mine,Be Mine,Be Mine,Infinite,인피니트,Infinite,Infinite,Infinite,130,130,130,130,130,195,21,2,2,0,125,4294967295,4294967295,
E0001326,Crayon,크레용,Crayon,Crayon,Crayon,G-Dragon,지 드래곤,G-Dragon,G-Dragon,G-Dragon,132,132,132,132,132,196,21,2,2,0,115,4294967295,4294967295,
E0001327,Mackerel,고등어,Mackerel,Mackerel,Mackerel,Norazo,노라조,Norazo,Norazo,Norazo,150,150,150,150,150,197,21,2,2,0,111,4294967295,4294967295,
E0001329,Danza Kuduro,댄스 코두루,Danza Kuduro,Danza Kuduro,Danza Kuduro,Don Omar & Ft. Lucenzo,Don Omar & Ft. Lucenzo,Don Omar & Ft. Lucenzo,Don Omar & Ft. Lucenzo,Don Omar & Ft. Lucenzo,130,130,130,130,130,199,21,3,2,0,108,4294967295,4294967295,
E0001330,Rabiosa,라비오사,Rabiosa,Rabiosa,Rabiosa,Shakira & Ft. Pitbull,Shakira & Ft. Pitbull,Shakira & Ft. Pitbull,Shakira & Ft. Pitbull,Shakira & Ft. Pitbull,133,133,133,133,133,200,21,3,2,0,120,4294967295,4294967295,
E0001331,Lovumba,러붐바,Lovumba,Lovumba,Lovumba,Daddy Yankee,Daddy Yankee,Daddy Yankee,Daddy Yankee,Daddy Yankee,121,121,121,121,121,201,21,3,2,0,107,4294967295,4294967295,
E0001332,One Two Three Go!,원 투 쓰리 고!,One Two Three Go!,One Two Three Go!,One Two Three Go!,Belanova,Belanova,Belanova,Belanova,Belanova,150,150,150,150,150,202,21,3,2,0,98,4294967295,4294967295,
E0001333,Los malaventurados no lloran,불행한 사람들은 울지 않는다,Los malaventurados no lloran,Los malaventurados no lloran,Los malaventurados no lloran,PXNDX,판다,PXNDX,PXNDX,PXNDX,172,172,172,172,172,203,21,3,2,0,106,4294967295,4294967295,
E0001334,Sik Asik,식 아식,Sik Asik,Sik Asik,Sik Asik,Ayu Ting Ting,Ayu Ting Ting,Ayu Ting Ting,Ayu Ting Ting,Ayu Ting Ting,147,147,147,147,147,204,21,3,2,0,115,4294967295,4294967295,
E0001335,Online,온라인,Online,Online,Online,Saykoji,Saykoji,Saykoji,Saykoji,Saykoji,118,118,118,118,118,205,21,3,2,0,113,4294967295,4294967295,
E0001336,Dum,덤,Dum,Dum,Dum,Ben Chakatit,Ben Chakatit,Ben Chakatit,Ben Chakatit,Ben Chakatit,144,144,144,144,144,206,21,3,2,0,114,4294967295,4294967295,
E0001337,Sugar Eyes,슈가 아이즈,Sugar Eyes,Sugar Eyes,Sugar Eyes,Sugar Eyes,Sugar Eyes,Sugar Eyes,Sugar Eyes,Sugar Eyes,122,122,122,122,122,207,21,3,2,0,115,4294967295,4294967295,
E01,Solitary 1.5,무혼 1.5,Solitary 1.5,Solitary 1.5,Solitary 1.5,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,136,136,136,136,136,4294967295,16,1,2,1,108,4294967295,4294967295,
E02,Beat The Ghost,비트 더 고스트,Beat The Ghost,Beat The Ghost,Beat The Ghost,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,124,124,124,124,124,4294967295,16,1,2,1,102,4294967295,4294967295,
E03,Caprice of Otada,카프리스 오브 오타다,Caprice of Otada,Caprice of Otada,Caprice of Otada,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,160,160,160,160,160,4294967295,16,1,2,1,99,4294967295,4294967295,
E04,Money,머니,Money,Money,Money,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,130,130,130,130,130,4294967295,16,1,2,1,102,4294967295,4294967295,
E05,Monkey Fingers 2,몽키 핑거즈 2,Monkey Fingers 2,Monkey Fingers 2,Monkey Fingers 2,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,180,180,180,180,180,4294967295,16,1,2,1,99,4294967295,4294967295,
E07,Very Old Couples,아주 오래된 연인들,Very Old Couples,Very Old Couples,Very Old Couples,015B,015B,015B,015B,015B,121,121,121,121,121,4294967295,16,2,2,1,99,4294967295,4294967295,
E07A,Very Old Couples,아주 오래된 연인들,Very Old Couples,Very Old Couples,Very Old Couples,015B,015B,015B,015B,015B,121,121,121,121,121,4294967295,16,2,2,1,99,4294967295,4294967295,
E100,Final Audition 3 & Chimera Remix,파이널 오디션 3 & 키메라 리믹스,Final Audition 3 & Chimera Remix,Final Audition 3 & Chimera Remix,Final Audition 3 & Chimera Remix,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,4294967295,16,1,3,1,214,4294967295,4294967295,
E101,Yasangma,야생마,Yasangma,Yasangma,Yasangma,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,4294967295,16,1,3,1,200,4294967295,4294967295,
E12,Faster Z,패스터 Z,Faster Z,Faster Z,Faster Z,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,4294967295,16,1,2,1,104,4294967295,4294967295,
E13,Pumptris Quattro,펌트리스 꽈뜨로,Pumptris Quattro,Pumptris Quattro,Pumptris Quattro,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,153,153,153,153,153,4294967295,16,1,2,1,107,4294967295,4294967295,
